gene_symbol,cortical plate,intermediate zone,marginal zone,subpial granular zone,subplate zone,subventricular zone,ventricular zone
NPLOC4,15234,14394,18662,3290,7500,2355,13135
NPM1,1709,7323,16391,17641,80,16749,14735
NPM2,14641,17238,16939,11724,18830,1103,267
NPM3,16416,15812,18145,9892,16211,4276,122
NPNT,12880,15464,5010,18310,15358,2787,2252
NPPA,409,9046,7058,19296,6921,13937,14882
NPPB,8708,20353,2621,7894,20457,5317,5710
NPPC,6199,16936,16800,17428,17860,1459,1277
NPR1,16091,10752,13882,15759,18484,441,1359
NPR2,19278,9361,3703,6813,19195,9739,5080
NPR3,10216,19896,9501,3618,20655,6590,2332
NPRL2,19834,3650,2512,7649,18530,6771,10868
NPRL3,4989,18155,18735,9540,15363,7736,4765
NPS,7944,17758,17141,1120,16489,12763,7788
NPSA,17385,8837,5287,6451,11743,15118,8388
NPSR1,13843,5080,14852,1250,8324,17315,12722
NPTN,20186,10218,7885,3493,20068,5922,4815
NPTX1,10533,19458,4018,6082,19327,16523,876
NPTX2,64,13899,15538,10729,18023,18749,7465
NPTXR,15412,6215,19580,17221,2469,2943,4406
NPVF,17386,4483,13354,1564,15233,12794,10370
NPW,9604,13801,18841,17083,11370,3013,1411
NPY,8720,19183,8807,400,17276,14948,10483
NPY1R,20717,9201,14144,8299,16846,756,3972
NPY2R,19900,15282,14854,4705,14208,3535,4141
NPY5R,20719,7508,16508,6621,14505,828,6358
NPY6R,12835,9886,18307,13633,8855,7592,3554
NQO1,4177,1566,5871,20310,3741,14456,12489
NQO2,14743,1212,17526,16265,12048,1041,8757
NR0B1,6592,20647,11836,1099,18506,14849,3617
NR0B2,11387,4185,11533,8289,2792,15069,15691
NR1D1,20632,12157,3820,7677,16203,9360,3506
NR1D2,13328,2249,929,11576,4357,17280,16932
NR1H2,6877,4982,1343,7812,3136,20057,20406
NR1H3,8405,574,1511,19377,1465,14888,16632
NR1H4,6503,5253,2386,13564,18375,7831,15926
NR1I2,16557,7616,6623,2037,15450,10520,14232
NR1I3,8727,2668,13669,12179,8685,7825,16210
NR2C1,2432,14758,8553,20165,2353,5548,13515
NR2C2,7437,1786,14128,14622,15413,9593,10587
NR2C2AP,20284,9811,14159,2128,18190,4772,5795
NR2E1,1319,4765,10192,14588,894,19118,19017
NR2E3,13778,18345,16295,11731,10179,1962,4661
NR2F1,8979,7813,19187,19718,5487,4096,1887
NR2F2,3258,7888,19902,19784,2429,3625,9179
NR2F6,11830,321,16329,9992,2872,14412,15490
NR3C1,3242,16005,12950,20398,2756,3314,8963
NR3C2,6740,3578,19679,20084,2771,3787,6481
NR4A1,6826,15734,8724,19271,6341,8311,5452
NR4A2,12050,19401,6982,4906,20704,5331,2288
NR4A3,17866,16285,11053,3235,20227,3007,3978
NR5A1,15036,16505,2350,6278,14696,10800,9683
NR5A2,18391,10335,11150,9501,10473,6411,7855
NR6A1,9544,17084,7059,10868,18835,1081,11441
NRAP,20587,5815,7047,6213,8615,13357,8817
NRARP,1820,13033,10997,9207,975,18130,19268
NRAS,17887,3074,3044,2873,13412,13672,15717
NRBF2,18823,12122,4319,9280,17815,6786,5029
NRBP1,19830,1436,416,10220,17793,9066,12985
NRBP2,16779,1966,12449,3588,10937,13943,12859
NRCAM,9148,20287,10814,7978,20535,3499,1247
NRD1,18942,16126,13112,2338,17285,3503,6168
NREP,7911,18186,17622,14251,16973,1907,2009
NRF1,8686,2281,1907,5066,7533,19469,20289
NRG1,8277,5509,2572,3630,4948,20724,18016
NRG2,12329,14887,18576,14369,17642,230,1463
NRG3,13008,14612,17383,11925,19718,21,4470
NRG4,12969,18701,6473,5830,14832,6893,9676
NRGN,16980,8611,1564,6045,12243,13406,13509
NRIP1,8870,20721,8421,5103,18635,4770,5387
NRIP2,7406,18676,16908,2140,7949,12170,12856
NRIP3,5406,5733,18793,19890,2917,6448,6736
NRK,7013,3619,11965,14408,11262,11680,12595
NRL,16384,7799,15729,549,19595,3740,11925
NRM,3699,10878,2102,8474,2443,20614,19121
NRN1,7008,10222,8153,13370,8089,20755,2420
NRN1L,5535,2273,8041,16747,5121,7514,19937
NRP1,6212,16760,981,14842,4391,20725,6865
NRP2,17654,1274,13444,6558,15381,8705,10365
NRSN1,14550,5939,11256,3862,20611,8773,5497
NRSN2,20130,12327,16123,3434,16692,4197,3450
NRTN,11175,19655,9695,4912,15261,10384,5614
NRXN1,14487,18530,14433,6125,20137,2459,1154
NRXN2,15457,16278,15263,10776,19544,758,1024
NRXN3,1087,12359,19410,18923,8211,1689,11835
NS3BP,10680,3766,6601,16302,12667,10047,9968
NSA2,4604,17488,20649,11146,12372,9612,843
NSD1,12453,16642,16313,9891,9162,10248,3177
NSDHL,20421,1271,10845,1753,13508,12228,12580
NSF,12325,18797,13363,6330,20569,2008,1755
NSFL1C,19628,4048,7733,4891,16844,7223,10931
NSFP1,4064,20771,7165,7097,8518,8928,13007
NSL1,3548,4977,2363,12305,2998,19629,20166
NSMAF,13249,823,10016,6970,16669,16129,9289
NSMCE1,2913,7374,5131,8513,4366,20616,18372
NSMCE2,7329,1565,4143,10576,2247,19464,19714
NSMCE4A,4696,6204,5210,10015,1175,20018,19267
NSRP1,758,10845,14730,18586,395,16121,13543
NSUN2,13572,10970,1824,9178,7084,16244,12904
NSUN3,9514,2392,2846,12114,3317,18775,16717
NSUN4,14214,811,3120,9952,1954,17506,18063
NSUN5,7746,19546,9847,10741,18031,3155,7296
NSUN5P1,18101,16263,10398,3306,20175,3190,4074
NSUN5P2,18716,13872,13948,3081,19786,2824,4184
NSUN6,19775,7516,12039,2138,13772,7108,11550
NSUN7,8609,8912,5496,4576,1734,18004,20018
NT5C,3849,6328,3430,10927,1237,20492,19642
NT5C1A,5838,8556,16360,11933,10339,5859,14834
NT5C1B,8426,5541,15738,19165,5628,6863,6501
NT5C2,16524,2127,9385,3195,9427,15513,14473
NT5C3,15276,17292,15719,7205,19023,3905,660
NT5C3L,18545,13798,18293,4782,17754,2631,1871
NT5DC1,2627,17201,122,17921,19523,9384,11116
NT5DC2,14222,6553,17919,87,10396,14763,13452
NT5DC3,17222,15463,15604,7255,19848,1154,1517
NT5E,5818,20108,13200,17080,16109,1107,2599
NT5M,15952,12091,17384,58,16399,9761,9711
NTAN1,7694,11950,19843,19082,5661,2424,2831
NTF3,17969,6772,17320,18316,4477,2074,2466
NTF4,5008,3548,7539,20655,3831,7954,11763
NTHL1,20589,5412,7962,2144,18067,7902,9586
NTM,16814,17328,6952,3140,18187,14970,1166
NTMT1,20461,3151,13053,2184,14691,11973,7755
NTN1,4997,20745,7097,2154,19796,9978,8018
NTN3,16506,2425,14018,4196,11694,11597,12290
NTN4,4577,2291,17635,16844,417,12854,15618
NTN5,4751,1441,18233,19760,5679,8209,8775
NTNG1,6235,17669,14473,16367,2285,9346,8648
NTNG2,12760,1363,19869,16967,7731,8010,2737
NTPCR,6224,4220,173,10887,9177,19576,19537
NTRK1,13282,3486,10838,20180,6932,5216,3499
NTRK2,8018,13733,11498,19219,16038,6,8516
NTRK3,16211,16440,12663,1835,20091,6640,3482
NTS,7623,18146,18460,15152,13442,4677,981
NTSR1,16723,17767,16331,3570,19049,4126,1336
NTSR2,5600,2296,5228,10668,8263,10214,20760
NUAK1,11016,19951,10964,4996,20364,4649,2343
NUAK2,9846,8163,3324,2225,6535,16233,20606
NUB1,17669,6618,716,9462,13370,11697,12995
NUBP1,5757,9406,616,6222,6387,20416,19705
NUBP2,18344,3332,18060,810,14278,8607,11447
NUBPL,19228,797,3163,3893,15640,10374,16381
NUCB1,18349,5792,4236,752,14511,16705,12871
NUCB2,5249,15511,18626,18970,11444,525,4266
NUCKS1,9606,4213,13043,12566,8836,5059,16151
NUDC,16195,9083,2902,484,17738,14279,14202
NUDCD1,19397,15480,4607,1286,16213,13633,6561
NUDCD2,4109,6017,1027,11344,3869,20081,20133
NUDCD3,20472,11639,10941,6538,17367,2877,4459
NUDT1,2759,10967,3899,6704,6200,20266,18946
NUDT10,20094,3903,10428,1623,15849,7217,13014
NUDT11,17856,16877,17006,1473,17035,5192,3776
NUDT12,12113,7777,1117,1515,15132,15922,17756
NUDT13,5876,1486,4431,20282,8735,9105,12767
NUDT14,16638,16175,17040,11027,16914,2305,283
NUDT15,3955,1154,10679,15936,1193,18907,16421
NUDT16,4565,11575,18438,20075,1061,9049,4134
NUDT16L1,20415,3294,6306,3523,19358,6140,10699
NUDT16P1,11088,1666,2073,19841,10208,6531,11607
NUDT17,10047,3946,1583,12749,4997,16559,16962
NUDT18,20780,2283,7081,12717,8824,4422,8808
NUDT19,16399,8723,7191,62,16256,15185,13787
NUDT2,19395,114,16632,10378,14639,2571,11435
NUDT21,1494,4212,5889,15799,3023,18280,19083
NUDT22,12487,1495,11361,15682,34,16125,14726
NUDT3,20311,12218,18123,3935,14542,2474,4089
NUDT4,8601,4703,1780,14591,16563,17074,8230
NUDT4P1,3362,10511,1091,18940,11651,18010,7551
NUDT5,2690,7941,7005,11617,344,20062,19943
NUDT6,17389,6299,7732,6431,15165,3028,14632
NUDT7,4771,1908,1518,11713,5069,19749,20465
NUDT8,10676,11559,1554,15151,7339,18489,7097
NUDT9,10248,1257,726,16831,10880,13223,15306
NUDT9P1,3498,9389,254,9754,19808,12933,18406
NUF2,644,12322,4777,13503,3104,19861,18261
NUFIP1,4915,4533,2107,10143,9247,19788,17280
NUFIP2,6045,13513,1280,15431,11559,7643,16444
NUMA1,8441,15128,6828,1746,5877,18845,16099
NUMB,5369,20502,7945,11695,19497,2182,6894
NUMBL,10308,19085,20593,2360,6420,9483,5091
NUP107,1868,8350,1979,14103,3385,18792,20187
NUP133,7483,4550,2062,7464,5105,17224,20632
NUP153,9281,7431,3211,3906,8333,17406,18623
NUP155,3476,2808,8026,9170,5028,19598,19397
NUP160,8612,318,8313,9553,9696,18126,16069
NUP188,10278,11384,1248,7342,8196,16775,15868
NUP205,2823,7860,4600,10846,2659,19209,20117
NUP210,8943,6559,459,3249,15031,16187,20147
NUP210L,5104,15826,8755,7765,14779,14697,10947
NUP214,13715,3433,1607,1683,13042,17094,18101
NUP35,7407,4546,5412,5744,3189,19499,19748
NUP37,2095,4067,2789,15602,2524,19613,19518
NUP43,2562,8783,2172,13364,5749,18153,19009
NUP50,17006,10141,15606,11359,15350,1921,4527
NUP54,3546,2780,3347,13883,4704,17939,20105
NUP62,8399,18578,5426,408,10571,18606,14608
NUP62CL,6272,4978,1253,5007,8698,18872,20640
NUP85,15689,4956,94,5315,15949,14607,16585
NUP88,18658,4949,16375,1520,11774,11394,10372
NUP93,14538,7079,11770,489,3907,19924,14321
NUP98,6767,2139,1799,11446,3668,18915,20260
NUPL1,10178,10306,10027,7181,5280,11860,16413
NUPL2,20452,2046,9849,4413,17822,7761,8867
NUPR1,1369,3597,15863,20213,4671,8674,12600
NUPR1L,12852,14144,17475,4031,20162,2303,4879
NUS1,12419,1856,6318,1511,10265,17082,19001
NUSAP1,845,11037,3898,13097,2782,20215,18970
NUTF2,9028,2572,2954,13679,415,19993,17107
NVL,4203,2045,11068,13929,825,16337,19862
NWD1,4140,5077,3508,11563,7835,13634,20665
NXF1,17637,3072,1364,4424,16250,14789,13508
NXF2,7632,8484,7870,1490,9966,19654,16510
NXF3,12380,14242,15939,5069,9590,13864,6238
NXF4,7246,5396,17824,12794,2830,10051,14839
NXF5,9242,7684,10757,820,10294,17998,16309
NXN,1857,7970,2566,14746,2108,20432,18110
NXNL1,15468,10950,6303,2604,16662,9481,12773
NXNL2,20502,5616,9149,922,11161,13911,11666
NXPE1,10359,11142,10266,11253,6313,12822,11796
NXPE2,2308,4156,12516,6567,11997,17106,17912
NXPE3,19810,894,11173,6221,13489,8811,11799
NXPE4,5700,8993,17291,13904,5777,10125,12561
NXPH1,5677,14288,19767,18669,12373,1334,1796
NXPH2,3262,2173,15596,20501,7350,5128,10230
NXPH3,8224,20156,6720,3132,20697,4859,6956
NXPH4,4272,10458,17293,20007,8251,4653,4375
NXT1,5348,19492,679,15097,874,16685,14695
NXT2,1495,11683,3360,12364,3765,17909,20265
NYAP1,15429,17121,12992,8756,16276,3163,3569
NYAP2,11393,14825,18180,13651,15096,1047,3457
NYNRIN,7867,2018,4522,15051,243,20434,16108
NYX,12913,20533,15184,7729,14623,1771,2543
O3FAR1,7485,19351,16212,12361,10718,682,10775
OAF,1376,3771,8037,18478,736,18838,16203
OAS1,1607,16657,5235,19739,6206,11774,10352
OAS2,2477,11875,14437,20153,4041,9137,7662
OAS3,727,10863,3840,15485,4027,17283,19371
OASL,8274,13227,11529,14451,4962,12306,10086
OAT,14299,1969,3846,1692,13571,14960,18457
OAZ1,6822,350,365,18753,10178,12251,18587
OAZ2,4724,6783,5019,18020,9563,10604,14201
OAZ3,980,10881,12406,17521,505,17317,14824
OBFC1,3696,11547,3492,17369,65,18852,16403
OBP2A,7805,334,10979,17790,10107,15814,8743
OBP2B,7458,14553,9686,5438,10039,15027,13597
OBSCN,13346,7496,20336,3451,14518,10838,3228
OBSL1,3168,7427,9799,11579,279,18781,19732
OC90,13924,14156,9626,1292,15961,17380,5364
OCA2,12283,18532,10677,7815,20694,1160,2290
OCEL1,16940,3207,5851,17922,8512,4381,9615
OCIAD1,18154,14155,10251,8705,20445,1099,2130
OCIAD2,15673,14411,16292,10170,17539,7745,57
OCLM,4237,7539,13571,9606,10497,19028,10521
OCLN,3386,15885,2275,15769,7723,14594,14333
OCM2,17219,12828,17158,7267,18959,2211,1818
OCRL,17549,13790,17520,1192,17419,4916,6018
OCSTAMP,4866,2962,3306,8618,7006,18254,20570
ODAM,8408,20552,10256,12719,8942,8513,4334
ODC1,13933,4308,6734,738,12375,16257,16741
ODF1,19990,4863,14461,9361,17130,4922,2634
ODF2,7204,1531,10765,10447,868,16054,20405
ODF2L,17928,5593,16784,11911,12677,182,10326
ODF3,20757,9967,3707,4036,7915,13300,10084
ODF3B,5708,13197,4866,10245,2394,9777,20711
ODF3L1,2538,14247,1235,13595,12994,10527,18981
ODF3L2,10653,18715,20451,2263,5916,8567,7217
ODF4,14164,11062,2931,4439,10316,17868,11647
ODZ1,9020,3501,12438,15705,16051,5151,9731
ODZ2,16896,12880,17675,14949,16067,318,673
ODZ3,16561,15666,12662,12020,19539,80,3244
ODZ4,13215,19904,13492,936,10923,17254,2672
OFCC1,5170,16568,18130,12939,2975,7984,12129
OFD1,1899,12203,9471,10667,1859,19183,17537
OGDH,9482,4845,16030,4101,2221,18857,14615
OGDHL,17322,15981,13642,13468,18483,751,418
OGFOD1,20611,10884,12001,11111,16268,529,3775
OGFOD2,9529,247,1626,12748,4375,18941,19442
OGFR,8721,17391,18272,17011,13047,1274,1432
OGFRL1,1998,3324,8062,19696,1488,12730,17066
OGG1,17571,57,10966,7625,4650,11047,19184
OGN,6696,2546,17604,20478,4046,3686,7448
OGT,10377,4176,13357,12716,13512,14618,5266
OIP5,969,9517,1934,13563,6049,20054,18825
OIP5-AS1,11149,73,19195,13870,6369,7921,14431
OIT3,19311,15388,8077,12347,3495,4464,9449
OLA1,17162,11172,18103,10075,18306,851,1860
OLAH,4303,7927,10400,20672,4866,7717,7581
OLFM1,12129,17293,15575,14593,19366,897,286
OLFM2,15139,18309,15548,12849,17049,2279,103
OLFM3,12249,17853,14605,12698,20273,427,732
OLFM4,4407,1315,10850,20205,787,12567,14088
OLFML1,3992,11615,11476,20557,6111,7777,5062
OLFML2A,2162,11767,15065,20412,4634,6220,8034
OLFML2B,2684,15722,2319,19975,14374,5198,9784
OLFML3,991,12774,12246,20277,5167,10017,9378
OLIG1,2735,20758,11924,4578,17845,11336,5709
OLIG2,2802,20752,7072,1479,16039,14631,11836
OLIG3,12301,748,805,5036,11563,18594,19029
OLR1,357,15878,10962,16077,7566,14792,13695
OMA1,6377,7606,269,13699,5331,18555,18218
OMD,6381,4323,12273,20751,4611,5244,7369
OMG,2552,18105,13282,16519,20490,859,4878
OMP,7075,18933,18505,1276,8110,17561,7146
ONECUT1,7783,7174,8781,17992,11948,7098,9416
ONECUT2,1581,19336,19381,13895,45,16227,10700
ONECUT3,2852,13483,18395,18158,3258,6859,10285
OOEP,16920,1555,2414,13029,16149,5312,13861
OPA1,6324,17615,19934,15338,4271,3460,6799
OPA3,20005,10713,11263,1661,12384,12721,7424
OPALIN,4962,12234,4949,8888,11335,8288,20287
OPCML,13546,18194,15556,14396,18314,1022,134
OPHN1,11119,19288,19946,671,13324,9489,4647
OPLAH,2104,7530,3443,11769,3012,19980,20078
OPN1LW,10407,18942,1190,3424,6155,19076,13788
OPN1MW,14710,10821,11799,534,9235,12785,15592
OPN1SW,14689,6635,889,5524,12284,17586,13683
OPN3,2057,8397,2892,9832,7961,19691,19271
OPN4,20369,6557,13938,5821,10284,8101,7580
OPN5,11246,10459,9051,10482,4497,16677,10240
OPRD1,15606,4230,13359,7963,9862,12992,8943
OPRK1,20139,10131,13788,5695,18498,4115,2659
OPRL1,18557,15583,13189,6878,19782,899,2591
OPRM1,10780,16818,14024,11451,15548,3170,5571
OPTC,11469,19302,17800,3949,15249,11291,935
OPTN,12499,16878,19112,15998,11638,787,725
OR10A2,10574,11330,14911,41,12590,13843,15994
OR10A3,12783,9473,15776,13401,5838,12299,4945
OR10A4,7450,18256,4566,2645,9081,13824,17630
OR10A5,17358,16254,11235,1980,13387,5828,10898
OR10A6,13213,15990,12096,12215,10343,6513,5688
OR10A7,6222,7681,16757,3135,11681,14196,15192
OR10AD1,15318,3539,9770,4721,3665,17425,14316
OR10AG1,9317,1639,6847,14848,16181,15571,7487
OR10C1,4475,20736,10435,5166,6438,16046,9065
OR10G2,7432,18590,19702,13638,9985,7788,900
OR10G3,13397,12561,2640,1123,11567,17295,14947
OR10G4,12407,17892,10806,8408,4182,11890,9733
OR10G7,8679,7807,6636,18138,10349,6849,10683
OR10G8,5058,541,17304,17547,967,11954,16145
OR10G9,12004,1984,19480,16864,5364,12811,1885
OR10H1,18111,5348,14909,815,11012,11327,13375
OR10H2,14862,12144,17418,6476,17603,2249,5655
OR10H3,16902,5187,12049,8598,12291,9888,8396
OR10H4,11939,19683,8441,7012,18991,4802,4295
OR10H5,9536,12968,20154,4848,7156,13696,6061
OR10J1,11795,3660,6493,14357,14319,12066,8811
OR10J3,8598,17306,15131,14796,18250,3115,1303
OR10J5,6157,14482,19986,2374,7999,15008,10475
OR10K1,13955,20276,16911,6656,13638,8031,144
OR10K2,15106,6855,16910,8434,7867,12612,6263
OR10P1,10566,9151,18931,13586,5708,6897,8060
OR10Q1,11900,18884,17301,4161,12197,9458,4245
OR10R2,18147,5731,831,14050,14337,13172,6510
OR10S1,13825,3320,6715,16496,9926,11331,7883
OR10T2,5985,10767,1672,11020,10741,12224,18885
OR10V1,18536,12240,2293,9791,9208,8961,11711
OR10W1,13227,12540,2927,14016,19657,9938,2101
OR10X1,4963,18853,9380,15616,3548,16156,6468
OR10Z1,7045,6064,13152,19236,1278,12857,8440
OR11A1,7840,19664,20071,8626,10435,5613,2986
OR11G2,12138,15532,3583,15231,2042,14810,8892
OR11H1,9164,14669,7951,15035,15956,8116,4888
OR11H12,13405,19274,17909,6841,12254,4251,3051
OR11H4,5533,10557,19065,16590,12515,3256,6670
OR11H6,20557,10313,6529,3174,14391,5261,11740
OR11L1,15362,9237,1182,8577,15872,14060,9507
OR12D2,7544,13995,682,14969,2670,14410,16850
OR12D3,5131,3069,5749,18189,3667,12503,16757
OR13A1,16605,13225,18321,758,12588,11353,6393
OR13C2,5125,12857,3233,14619,12662,11136,14338
OR13C3,5896,1592,10893,16999,11116,12335,12382
OR13C4,13153,15999,12559,13129,11586,4081,5425
OR13C5,20529,5231,4453,10480,16122,4198,8612
OR13C8,19649,7154,2246,2740,12253,17472,10316
OR13C9,20578,3186,7623,10759,17747,3248,6761
OR13D1,10139,8282,10021,16589,9395,3486,12352
OR13F1,16821,1299,8034,14229,8654,14630,7492
OR13G1,4985,11797,5991,19653,3675,13126,8916
OR13H1,14247,7925,11829,4310,10561,13449,11565
OR13J1,13005,5960,16852,10645,11102,9820,6719
OR14A16,18253,8003,7301,2880,12442,12168,12375
OR14C36,6523,20506,16652,13445,11416,2959,3773
OR14I1,17719,2371,3598,9778,13790,8591,13949
OR14J1,12859,1190,16919,18772,4433,2834,9695
OR1A1,13752,16307,3249,8951,16138,7411,9095
OR1A2,14903,6248,7096,2464,17333,13136,12096
OR1B1,3511,14347,10035,17097,4949,14133,10526
OR1C1,11876,10249,8115,3766,13050,6210,17614
OR1D2,14367,11717,12467,1716,18735,3809,12672
OR1D4,17727,954,14719,12029,12183,13354,3611
OR1D5,3544,4409,1683,13297,2324,20435,19647
OR1E1,5586,14961,14017,19812,5447,3560,6400
OR1E2,10535,1413,6827,16103,16595,7435,11165
OR1F1,15040,1673,4112,14024,17017,6991,11188
OR1F2P,17011,12976,12125,12147,15040,3469,3414
OR1G1,20537,6326,11752,9933,10931,10757,2728
OR1I1,15401,1288,1022,5874,11208,16209,17396
OR1J1,14867,13824,1671,3800,10613,15657,13347
OR1J2,8571,14996,12080,15114,6488,13822,4928
OR1J4,17136,14416,17038,2848,13468,7400,5559
OR1K1,15783,2773,17157,15538,6165,7636,5711
OR1L1,5777,11544,8087,15897,9543,15400,8137
OR1L3,3576,18918,13094,9615,8258,18779,5858
OR1L4,10547,7719,15392,15843,5320,10795,6884
OR1L6,16272,1219,9225,10438,14215,11057,10187
OR1L8,13055,14610,5213,17258,8173,6365,6676
OR1M1,9849,4447,13541,8238,12709,15817,9098
OR1N1,19285,6118,6903,4251,13631,14273,8369
OR1N2,9067,8713,14471,6314,7131,11342,15574
OR1Q1,6963,13786,2330,13313,6411,20652,7921
OR1S1,10922,3116,12487,2216,15726,15492,13393
OR1S2,20548,4872,12430,2746,10368,9493,11297
OR2A1,7060,1691,12152,11178,671,18782,17260
OR2A12,11758,4687,4833,7833,402,20111,16765
OR2A14,14432,11935,17009,5953,12330,13295,2679
OR2A2,14306,4451,12627,13609,8956,8257,9542
OR2A20P,1700,5474,4720,16113,1380,19186,18763
OR2A25,9910,19003,15585,3525,8235,15002,6434
OR2A4,9728,14451,10998,3658,10061,18586,8538
OR2A5,1806,20031,10397,16465,13317,9995,5536
OR2A9P,890,5588,6088,17422,1670,18780,17766
OR2AE1,18065,12878,9127,8040,7574,8332,10069
OR2AG1,14271,7089,5486,3886,13899,12701,14415
OR2AG2,10743,13651,13247,5114,14166,10777,9474
OR2AK2,13210,5064,10700,15691,8549,12374,5893
OR2AT4,18141,17657,10453,3711,11078,9853,6162
OR2B11,18664,16181,16318,493,12466,9842,6457
OR2B2,9872,10909,8393,9653,8496,8522,15789
OR2B3,8424,11659,14104,14057,887,17209,8163
OR2B6,4823,6206,12839,13473,4120,18080,12655
OR2C1,18099,1078,8618,6247,4425,15073,15331
OR2C3,6404,8730,9718,19174,12361,2885,9839
OR2D2,12847,5924,10136,17180,6917,11663,5483
OR2D3,13272,393,12190,12111,11964,12215,11636
OR2F1,16571,4066,7628,5038,10935,13135,13670
OR2F2,6637,10672,7748,2567,19384,18770,9523
OR2G2,15421,14083,9083,10596,8260,2430,13321
OR2G3,7653,7973,11583,17319,14341,9437,4959
OR2G6,17746,19598,12596,2844,9923,6136,7299
OR2H1,11617,13310,20462,11752,8969,1036,5677
OR2H2,10650,17287,9492,98,9613,17085,14478
OR2J2,18724,4917,6466,2104,7975,15443,14687
OR2J3,8578,10466,17363,14611,5023,6379,10961
OR2K2,20581,6021,11229,6626,17377,4692,5226
OR2L13,16404,17501,8247,6317,20461,2014,3297
OR2L2,15522,324,12565,10615,14184,7783,12582
OR2L3,10370,14954,16848,9262,14053,3319,8196
OR2L8,14795,2781,873,9386,15294,12660,14712
OR2M1P,15547,16948,11704,1012,19771,7719,5486
OR2M2,10812,4957,7217,12075,18164,6537,11662
OR2M3,11070,15151,9764,3835,16665,14406,6533
OR2M4,8292,18281,11748,14919,6895,5274,9544
OR2M5,10349,7072,4490,17674,8553,9727,10799
OR2M7,12071,16798,16747,746,18491,5035,9357
OR2S2,19044,14588,12278,4243,16235,6299,4250
OR2T1,18958,5349,3307,4657,19562,5720,12334
OR2T10,7954,3275,5904,20150,12634,8651,6006
OR2T11,13568,3600,9377,11123,211,14787,16722
OR2T12,3304,19946,20371,9870,13359,9100,1306
OR2T2,15008,4688,4553,17367,10551,10304,6321
OR2T27,16264,15390,8604,8095,12753,9618,5512
OR2T33,17332,3297,11934,1614,8442,18990,10649
OR2T34,14816,18299,19271,2998,14788,9476,506
OR2T4,10322,5775,1524,4768,16156,18501,13895
OR2T5,12424,17816,5786,5800,13677,12820,8069
OR2T6,2885,20044,20541,12244,7540,9433,2250
OR2T8,11505,15553,2291,12256,17889,10038,6016
OR2V2,3562,18315,14729,14777,11167,12533,4410
OR2W1,7410,11776,9087,11881,14175,12134,9840
OR2W3,18316,12923,12037,10579,19291,3149,896
OR2W5,9134,18498,20737,6056,6898,5662,4071
OR2Y1,19724,6425,3165,2047,17364,7633,14517
OR2Z1,19448,6446,1724,1971,15549,13931,13403
OR3A1,18621,6676,12699,1013,19442,7093,9433
OR3A2,15132,18994,16900,1893,18033,5247,2668
OR3A3,18855,4843,8987,7340,17355,8535,6757
OR4A15,10261,13346,20491,3376,12465,10343,4241
OR4A16,15788,16184,11492,11443,9833,7962,3777
OR4A47,19896,7568,4559,3912,12875,11834,11428
OR4A5,11554,7389,18296,13050,7067,4967,9947
OR4B1,10279,7049,6014,17887,6093,6918,12975
OR4C11,13734,7215,14203,7839,12512,14709,4782
OR4C12,8486,16791,12908,16349,6510,6823,6814
OR4C13,11472,3473,3363,18219,8120,11974,10207
OR4C15,18254,1980,8775,2266,15499,15297,10865
OR4C16,11572,19167,7642,13558,8806,11489,3448
OR4C3,4575,8004,11240,14662,9671,14152,12050
OR4C45,19173,9509,15028,3218,9279,8368,10157
OR4C46,8747,17311,18558,12245,3571,5850,8895
OR4C6,8125,15527,9813,3572,15309,14660,10739
OR4D1,9656,8234,12405,17842,2261,13547,6502
OR4D10,20028,5358,6961,6196,15524,10440,7554
OR4D11,19960,4555,12360,10281,15371,3834,5903
OR4D2,17405,9268,19544,8345,13179,1145,5623
OR4D5,15707,18429,14389,470,11121,11703,8334
OR4D6,7567,19734,16818,10762,12382,5258,4826
OR4D9,20203,2314,18923,7387,12660,2645,7208
OR4E2,12246,17053,6935,13723,2691,11961,9166
OR4F15,8627,12905,5810,18997,7230,6071,9108
OR4F21,12272,2806,6251,13216,5864,14114,14262
OR4F3,14036,12749,9782,12443,2192,13891,8484
OR4F4,14802,17712,8288,11362,9359,6683,6923
OR4F5,6193,7495,13804,14658,10333,13130,9328
OR4F6,6705,19937,4478,14379,7273,8020,11974
OR4K1,10991,3366,4371,17072,5436,11775,13674
OR4K13,7510,7445,17940,13093,3464,14446,9554
OR4K14,7178,17563,3013,12308,11000,15530,9180
OR4K15,9406,2097,6323,11943,7726,12855,17613
OR4K17,12813,11981,17195,1455,19136,6986,7907
OR4K2,18433,14339,17264,9897,6994,9568,1175
OR4K5,15589,2771,8056,9175,13510,7573,13715
OR4L1,9438,7746,6054,18412,1683,13318,10929
OR4M1,4878,3365,6632,16856,14922,13007,11615
OR4M2,6304,7300,7814,11119,18070,9550,13475
OR4N2,6698,13791,15363,6198,8661,12444,13568
OR4N3P,7780,14799,15020,12282,5178,15035,6586
OR4N4,12139,14840,19259,7700,7066,6375,7557
OR4N5,13690,2672,5479,18761,6591,11087,7570
OR4P4,18459,6874,11912,6386,14732,9349,6588
OR4Q3,7878,10561,13565,17895,2425,12324,7174
OR4S1,8263,15305,19179,3650,18719,9381,3979
OR4S2,8736,20751,7516,8183,8601,4248,11170
OR4X1,16020,14095,18116,3592,17264,5541,2954
OR4X2,11375,6755,15573,10216,11120,8049,10658
